Location,Latitude,Longitude,Free Bikes,Coordinates,Station Name,Station Coordinates,Bikes Available,Name,Address,Rating
,,,,"(49.289558, -123.132807)",Stanley Park - Information Booth,"(49.297933, -123.130758)",1.0,Market Veranda,"1610 Robson St, Vancouver BC V6G 1C7",
,,,,"(49.25248, -123.101174)",14th & Main,"(49.258425, -123.100792)",0.0,Cultivate Tea,"2280 Main St, Vancouver BC",
,,,,"(49.280213, -123.107023)",Georgia & Main,"(49.278529, -123.100017)",17.0,Bubble King Tea House,"88 Pender St W, Vancouver BC V6B 6N9",
,,,,"(49.264401, -123.180121)",Alma & Point Grey,"(49.27247, -123.185643)",5.0,Storm City Coffee,"3403 Broadway W, Vancouver BC V6R 2B4",
,,,,"(49.259164, -123.100851)",20th & Main,"(49.252691, -123.101289)",4.0,Lucky's Doughnuts,"2902 Main St, Vancouver BC V5T 3G3",
,,,,"(49.283122, -123.110921)",Nelson & Mainland,"(49.276436, -123.11877)",6.0,VFS Cafe,"420 Homer St (Carrall), Vancouver BC",
,,,,"(49.263843, -123.170506)",Point Grey & Blenheim,"(49.271471, -123.17731)",9.0,JJ Bean,"2902 Broadway W (at MacKenzie St.), Vancouver BC V6K 2G8",
,,,,"(49.263663, -123.112021)",Yukon & 6th,"(49.265939, -123.1129)",12.0,Jammer Cafe Motors Inc,"350 8th Ave W, Vancouver BC",
,,,,"(49.267985, -123.154157)",Burrard & 7th,"(49.265336, -123.145823)",3.0,Forty Ninth Parallel,"2152 4th Ave W, Vancouver BC V6K 1N6",
,,,,"(49.256895, -123.126934)",14th & Granville,"(49.25894, -123.139272)",5.0,Whitewood Coffee Ltd,"3208 Oak St, Vancouver BC V6H 2L3",
,,,,"(49.280849, -123.057015)",Wall & Eton,"(49.287464, -123.060771)",14.0,Steam Tea House,"2342 Hastings St E (E Hastings St & Nanaimo St), Vancouver BC V5L 1V5",
,,,,"(49.289558, -123.132807)",Beach & Cardero,"(49.283298, -123.142288)",6.0,Market Veranda,"1610 Robson St, Vancouver BC V6G 1C7",
,,,,"(49.267985, -123.154157)",Cypress & 4th,"(49.268269, -123.147885)",14.0,Forty Ninth Parallel,"2152 4th Ave W, Vancouver BC V6K 1N6",
,,,,"(49.290052, -123.130334)",Bute & Robson,"(49.285836, -123.127265)",0.0,Daily Grind Cafe,"1500 Georgia St W (Nicola), Vancouver BC V6G 2Z6",
,,,,"(49.283122, -123.110921)",Richards & Robson,"(49.280216, -123.117639)",2.0,VFS Cafe,"420 Homer St (Carrall), Vancouver BC",
,,,,"(49.273221, -123.069352)",Glen & Union,"(49.277469, -123.081315)",13.0,Turk's Coffee Exchange,"1276 Commercial Dr, Vancouver BC V5L 3X4",
,,,,"(49.263663, -123.112021)",8th & Yukon,"(49.263962, -123.112621)",0.0,Jammer Cafe Motors Inc,"350 8th Ave W, Vancouver BC",
,,,,"(49.267985, -123.154157)",1st & Chestnut,"(49.270721, -123.146175)",22.0,Forty Ninth Parallel,"2152 4th Ave W, Vancouver BC V6K 1N6",
,,,,"(49.263663, -123.112021)",10th & Main,"(49.262141, -123.101961)",0.0,Jammer Cafe Motors Inc,"350 8th Ave W, Vancouver BC",
,,,,"(49.284445, -123.110223)",Georgia & Homer,"(49.280787, -123.115271)",5.0,Cafe Monaco,"356 Water St, Vancouver BC V6B 1B6",
,,,,"(49.267985, -123.154157)",York & Yew,"(49.271741, -123.155421)",12.0,Forty Ninth Parallel,"2152 4th Ave W, Vancouver BC V6K 1N6",
,,,,"(49.280213, -123.107023)",Ontario & Seawall,"(49.271721, -123.104207)",16.0,Bubble King Tea House,"88 Pender St W, Vancouver BC V6B 6N9",
,,,,"(49.270961, -123.140706)",10th & Granville,"(49.262598, -123.138921)",10.0,M R Coffee Ltd,"1612 1st Ave W, Vancouver BC V6J 1G1",
,,,,"(49.262614, -123.069508)",15th & Knight,"(49.256496, -123.075426)",6.0,Blenz Coffee,"2470 Commercial Dr (at E Broadway), Vancouver BC V5N 4B9",4.9
,,,,"(49.25248, -123.101174)",Ontario & 23rd,"(49.249722, -123.104991)",0.0,Cultivate Tea,"2280 Main St, Vancouver BC",
,,,,"(49.263843, -123.170506)",Dunbar & Broadway,"(49.264579, -123.18373)",25.0,JJ Bean,"2902 Broadway W (at MacKenzie St.), Vancouver BC V6K 2G8",
,,,,"(49.283549, -123.109741)",Carrall & Hastings,"(49.28117, -123.104419)",10.0,Nusa Coffee,"310 Cordova St W, Vancouver BC V6B 1E8",
,,,,"(49.269885, -123.069313)",8th & Commercial,"(49.263242, -123.070521)",9.0,Liberty Commercial Drive,"1670 Commercial Dr (1st Avenue), Vancouver BC",
,,,,"(49.260643, -123.124172)",Charleson Park,"(49.267628, -123.127698)",8.0,Cafe Ami,"899 12th Ave W, Vancouver BC V5Z 1M9",5.0
,,,,"(49.27722, -123.126642)",Beach & Hornby,"(49.275295, -123.132585)",18.0,Blenz Coffee Granville - Davie,"700 Davie St, Vancouver BC V6Z 1M6",
,,,,"(49.269687, -123.095905)",Princess & Union,"(49.277615, -123.091654)",6.0,Cookies of Course,"401 Industrial Ave (at Station St), Vancouver BC V6A 2P8",
,,,,"(49.263663, -123.112021)",3rd & Quebec,"(49.268216, -123.103168)",10.0,Jammer Cafe Motors Inc,"350 8th Ave W, Vancouver BC",
,,,,"(49.288734, -123.139307)",Stanley Park - Second Beach South,"(49.294318, -123.148808)",16.0,Yaas Café & Gelateria,"1040 Denman St (at Comox St), Vancouver BC V6G 2M5",
,,,,"(49.259164, -123.100851)",6th & Carolina,"(49.265213, -123.090785)",0.0,Lucky's Doughnuts,"2902 Main St, Vancouver BC V5T 3G3",
,,,,"(49.267575, -123.252382)",UBC Bookstore,"(49.265207, -123.250139)",4.0,Ike's Café,"1961 East Mall, Vancouver BC V6T 1Z1",5.0
,,,,"(49.26411, -123.186096)",Balaclava & Broadway,"(49.264483, -123.173926)",14.0,Good Earth Coffee House,"2505 Alma St (Broadway), Vancouver BC V6R 3R8",
,,,,"(49.283858, -123.111876)",Expo & Carrall,"(49.278004, -123.105664)",14.0,Waves Coffee House,"492 Hastings St W (at Richards St), Vancouver BC V6B 1L1",5.7
,,,,"(49.27722, -123.126642)",Beach & Seymour,"(49.273568, -123.129935)",9.0,Blenz Coffee Granville - Davie,"700 Davie St, Vancouver BC V6Z 1M6",
,,,,"(49.25248, -123.101174)",27th & Main,"(49.247204, -123.101549)",2.0,Cultivate Tea,"2280 Main St, Vancouver BC",
,,,,"(49.25248, -123.101174)",Stanley Park - Second Beach North,"(49.29534, -123.150433)",14.0,Cultivate Tea,"2280 Main St, Vancouver BC",
,,,,"(49.262614, -123.069508)",Keith & 6th,"(49.265005, -123.079481)",18.0,Blenz Coffee,"2470 Commercial Dr (at E Broadway), Vancouver BC V5N 4B9",4.9
,,,,"(49.264157, -123.184722)",Jericho Beach,"(49.271221, -123.191133)",6.0,Nebur-King Coffee Group,"3646W Broadway W (at Alma St), Vancouver BC V6R 2B7",
,,,,"(49.263843, -123.170506)",Point Grey & Bayswater,"(49.271044, -123.170661)",15.0,JJ Bean,"2902 Broadway W (at MacKenzie St.), Vancouver BC V6K 2G8",
,,,,"(49.272758, -123.069718)",7th & Woodland,"(49.264251, -123.073853)",6.0,Abruzzo Cappuccino Bar,"1321 Commercial Dr (Charles), Vancouver BC V5L 3X5",
,,,,"(49.27722, -123.126642)",Aquatic Centre,"(49.27821, -123.136972)",5.0,Blenz Coffee Granville - Davie,"700 Davie St, Vancouver BC V6Z 1M6",
,,,,"(49.278903, -123.125163)",Georgia & Thurlow,"(49.285953, -123.124066)",2.0,3 Diamonds Organic Cafe,"1090 Howe St, Vancouver BC",
,,,,"(49.283427, -123.116383)",Cordova & Granville,"(49.2856698, -123.1125432)",12.0,Cultured Coffee & Tea,"678 Dunsmuir St (in Granville SkyTrain Station), Vancouver BC V6B 1N3",
,,,,"(49.280726, -123.131159)",Vanier Park,"(49.275717, -123.142564)",16.0,Latin Square,"1105 Davie St (Thurlow Street), Vancouver BC",
,,,,"(49.267985, -123.154157)",Trafalgar & Broadway,"(49.264326, -123.164725)",6.0,Forty Ninth Parallel,"2152 4th Ave W, Vancouver BC V6K 1N6",
,,,,"(49.273221, -123.069352)",Napier & Commercial,"(49.274881, -123.069323)",1.0,Turk's Coffee Exchange,"1276 Commercial Dr, Vancouver BC V5L 3X4",
,,,,"(49.263663, -123.112021)",7th & Laurel,"(49.265071, -123.123864)",0.0,Jammer Cafe Motors Inc,"350 8th Ave W, Vancouver BC",
,,,,"(49.280213, -123.107023)",Science World,"(49.273691, -123.102232)",9.0,Bubble King Tea House,"88 Pender St W, Vancouver BC V6B 6N9",
,,,,"(49.273221, -123.069352)",Pender & Victoria,"(49.280197, -123.065859)",1.0,Turk's Coffee Exchange,"1276 Commercial Dr, Vancouver BC V5L 3X4",
,,,,"(49.263764, -123.138955)",Cypress & 16th,"(49.25741, -123.148531)",5.0,Murchie's Fine Tea,"1501 Broadway W (Granville Street), Vancouver BC V6J 4Z6",
,,,,"(49.263663, -123.112021)",Spyglass & Seawall,"(49.270877, -123.115103)",8.0,Jammer Cafe Motors Inc,"350 8th Ave W, Vancouver BC",
,,,,"(49.275902, -123.100166)",Keefer & Hawks,"(49.279235, -123.087528)",15.0,T-Rex Urban Food & Coffee,"1001 Main St (at Milross Ave), Vancouver BC V6A 4L4",
,,,,"(49.249021, -123.126262)",29th & Cambie,"(49.245135, -123.116098)",6.0,City One Cafe,"954 King Edward Ave W, Vancouver BC V5Z 2E2",
,,,,"(49.26987, -123.069474)",Victoria & 10th,"(49.261188, -123.066009)",0.0,Caffe Napoli,"1670 Commercial Dr (1st avenue east), Vancouver BC V5L 3Y4",
,,,,"(49.273221, -123.069352)",Commercial & Adanac,"(49.277436, -123.070427)",0.0,Turk's Coffee Exchange,"1276 Commercial Dr, Vancouver BC V5L 3X4",
,,,,"(49.25248, -123.101174)",Columbia & 14th,"(49.258902, -123.109596)",0.0,Cultivate Tea,"2280 Main St, Vancouver BC",
,,,,"(49.284616, -123.118269)",Dunsmuir & Richards,"(49.282214, -123.114101)",10.0,888 Caffe Express,"888 Dunsmuir St, Vancouver BC V6C 3K4",
,,,,"(49.280462, -123.097552)",Campbell & Hastings,"(49.280852, -123.084746)",7.0,Klaus's Kaffee Haus,"291 Pender St E, Vancouver BC V6A 1T8",
,,,,"(49.284167, -123.070117)",Franklin & Nanaimo,"(49.282087, -123.056909)",4.0,The Narcissus,"1701 Powell St (Commercial Drive), Vancouver BC V5L 5C9",
,,,,"(49.273221, -123.069352)",Charles & Commercial,"(49.273103, -123.069892)",3.0,Turk's Coffee Exchange,"1276 Commercial Dr, Vancouver BC V5L 3X4",
,,,,"(49.267575, -123.252382)",Strangway Building,"(49.2661087286495, -123.2456811408)",6.0,Ike's Café,"1961 East Mall, Vancouver BC V6T 1Z1",5.0
,,,,"(49.27722, -123.126642)",Beatty & Nelson,"(49.275679, -123.116963)",3.0,Blenz Coffee Granville - Davie,"700 Davie St, Vancouver BC V6Z 1M6",
,,,,"(49.27311, -123.203169)",Trimble & 8th,"(49.2658, -123.20596)",10.0,NSCS Discovery Cafe,"1515 Discovery St (Belmont Ave), Vancouver BC V6R 4K5",
,,,,"(49.27722, -123.126642)",David Lam Park,"(49.270905, -123.126006)",18.0,Blenz Coffee Granville - Davie,"700 Davie St, Vancouver BC V6Z 1M6",
,,,,"(49.267985, -123.154157)",Burrard & 4th,"(49.267859, -123.145782)",8.0,Forty Ninth Parallel,"2152 4th Ave W, Vancouver BC V6K 1N6",
,,,,"(49.267985, -123.154157)",Cypress & Cornwall,"(49.272827, -123.147744)",20.0,Forty Ninth Parallel,"2152 4th Ave W, Vancouver BC V6K 1N6",
,,,,"(49.281103, -123.104583)",Keefer & Princess,"(49.279369, -123.091241)",0.0,Aiyaohno Cafe,"425 Carrall St, Vancouver BC V6B 6E3",
,,,,"(49.290052, -123.130334)",Bidwell & Burnaby,"(49.28526, -123.141809)",15.0,Daily Grind Cafe,"1500 Georgia St W (Nicola), Vancouver BC V6G 2Z6",
,,,,"(49.25248, -123.101174)",11th & Kingsway,"(49.261122, -123.097571)",1.0,Cultivate Tea,"2280 Main St, Vancouver BC",
,,,,"(49.283122, -123.110921)",Pender & Burrard,"(49.287097, -123.118551)",24.0,VFS Cafe,"420 Homer St (Carrall), Vancouver BC",
,,,,"(49.263663, -123.112021)",Columbia & 1st,"(49.269969, -123.109623)",10.0,Jammer Cafe Motors Inc,"350 8th Ave W, Vancouver BC",
,,,,"(49.289558, -123.132807)",Melville & Bute,"(49.287782, -123.12395)",14.0,Market Veranda,"1610 Robson St, Vancouver BC V6G 1C7",
,,,,"(49.276876, -123.13083)",Anderson & 2nd,"(49.269361, -123.13782)",17.0,Nebur-King Coffee,"1359 Hornby St (Pacific Ave), Vancouver BC V6Z 1W7",
,,,,"(49.263663, -123.112021)",5th & Main,"(49.266456, -123.100324)",4.0,Jammer Cafe Motors Inc,"350 8th Ave W, Vancouver BC",
,,,,"(49.280213, -123.107023)",Alexander & Dunlevy,"(49.284062, -123.095097)",3.0,Bubble King Tea House,"88 Pender St W, Vancouver BC V6B 6N9",
,,,,"(49.25248, -123.101174)",13th & St George,"(49.258817, -123.092797)",3.0,Cultivate Tea,"2280 Main St, Vancouver BC",
,,,,"(49.275687, -123.077918)",Commercial & Pandora,"(49.283236, -123.070443)",15.0,Roaster Central,"1015 Clark Dr, Vancouver BC V5L 3K1",
,,,,"(49.27265, -123.069953)",Grandview & Commercial,"(49.263746, -123.069892)",14.0,Toscani Coffee Bar,"1321 Commercial Dr, Vancouver BC V5L 3X5",
,,,,"(49.281103, -123.104583)",Expo & Smithe,"(49.276115, -123.114496)",11.0,Aiyaohno Cafe,"425 Carrall St, Vancouver BC V6B 6E3",
,,,,"(49.263764, -123.138955)",Cypress & 14th,"(49.25919, -123.148268)",3.0,Murchie's Fine Tea,"1501 Broadway W (Granville Street), Vancouver BC V6J 4Z6",
,,,,"(49.26223, -123.245109)",Brock Commons,"(49.269172, -123.25279)",1.0,Caffe Perugia,"2350 Health Sciences Mall Life Ctr (Agronomy Rd), Vancouver BC V6T 1Z3",
,,,,"(49.286346, -123.127908)",Beach & Broughton,"(49.281301, -123.139108)",11.0,Little Cafe,"1258 Robson St, Vancouver BC V6E 1C1",5.5
,,,,"(49.25877, -123.138934)",Arbutus Greenway & 14th,"(49.258924, -123.152591)",1.0,Phoscao Cafe,"3007 Granville St, Vancouver BC V6H 3J9",5.4
,,,,"(49.280213, -123.107023)",Alexander & Main,"(49.284157, -123.099917)",14.0,Bubble King Tea House,"88 Pender St W, Vancouver BC V6B 6N9",
,,,,"(49.282058, -123.118456)",Hornby & Drake,"(49.277178, -123.13)",3.0,Starbucks,"720 Granville St, Vancouver BC V6Z 1E4",
,,,,"(49.264138, -123.18018)",Highbury & 8th,"(49.265442, -123.187738)",13.0,C'est Mon Cafe,"3420W Broadway W, Vancouver BC V6R 2B3",
,,,,"(49.267575, -123.252382)",Pharmaceutical Sciences,"(49.26262, -123.2431)",2.0,Ike's Café,"1961 East Mall, Vancouver BC V6T 1Z1",5.0
,,,,"(49.286212, -123.126923)",Haro & Denman,"(49.290587, -123.13625)",11.0,Blenz Coffee Robson - Bute,"1201 Robson St, Vancouver BC V6E 1C2",
,,,,"(49.262672, -123.092227)",Windsor & 14th,"(49.257985, -123.083366)",12.0,The Paper Crane,"531 Broadway E, Vancouver BC V5T 1X4",5.3
,,,,"(49.25248, -123.101174)",Prince Edward & 16th,"(49.256694, -123.096579)",3.0,Cultivate Tea,"2280 Main St, Vancouver BC",
,,,,"(49.286212, -123.126923)",Cardero & Davie,"(49.285512, -123.1384)",1.0,Blenz Coffee Robson - Bute,"1201 Robson St, Vancouver BC V6E 1C2",
,,,,"(49.263663, -123.112021)",Stamps Landing,"(49.26893, -123.11813)",6.0,Jammer Cafe Motors Inc,"350 8th Ave W, Vancouver BC",
,,,,"(49.282058, -123.118456)",Marinaside & Davie,"(49.273471, -123.118016)",21.0,Starbucks,"720 Granville St, Vancouver BC V6Z 1E4",
,,,,"(49.273221, -123.069352)",Adanac & McLean,"(49.277665, -123.073653)",14.0,Turk's Coffee Exchange,"1276 Commercial Dr, Vancouver BC V5L 3X4",
,,,,"(49.28964, -123.128677)",Bute & Davie,"(49.282055, -123.133045)",2.0,Dudoc Vancouver,"1445 Georgia St W (btwn Nicola & Broughton), Vancouver BC V6G 2T3",
,,,,"(49.273221, -123.069352)",Victoria & 4th,"(49.266725, -123.065925)",5.0,Turk's Coffee Exchange,"1276 Commercial Dr, Vancouver BC V5L 3X4",
,,,,"(49.249021, -123.126262)",Heather & 29th,"(49.245535, -123.120496)",7.0,City One Cafe,"954 King Edward Ave W, Vancouver BC V5Z 2E2",
,,,,"(49.267985, -123.154157)",McNicoll & Arbutus,"(49.276292, -123.150592)",12.0,Forty Ninth Parallel,"2152 4th Ave W, Vancouver BC V6K 1N6",
,,,,"(49.285465, -123.120126)",Jervis & Robson,"(49.28691, -123.128818)",1.0,Nami Vietnamese,"885 W Georgia St, Vancouver BC V6C 2G2",
,,,,"(49.26223, -123.245109)",IK Barber Learning Centre,"(49.267561, -123.252261)",0.0,Caffe Perugia,"2350 Health Sciences Mall Life Ctr (Agronomy Rd), Vancouver BC V6T 1Z3",
,,,,"(49.27722, -123.126642)",Granville Island,"(49.27029, -123.135025)",14.0,Blenz Coffee Granville - Davie,"700 Davie St, Vancouver BC V6Z 1M6",
,,,,"(49.259164, -123.100851)",6th & Prince Edward,"(49.265242, -123.095577)",0.0,Lucky's Doughnuts,"2902 Main St, Vancouver BC V5T 3G3",
,,,,"(49.27722, -123.126642)",Broughton & Davie,"(49.283749, -123.136133)",0.0,Blenz Coffee Granville - Davie,"700 Davie St, Vancouver BC V6Z 1M6",
,,,,"(49.273221, -123.069352)",Adanac & Lakewood,"(49.27751, -123.061429)",1.0,Turk's Coffee Exchange,"1276 Commercial Dr, Vancouver BC V5L 3X4",
,,,,"(49.267985, -123.154157)",Cypress & 10th,"(49.262944, -123.148109)",0.0,Forty Ninth Parallel,"2152 4th Ave W, Vancouver BC V6K 1N6",
,,,,"(49.267418, -123.25018)",Thunderbird Parkade,"(49.261655, -123.241924)",3.0,Starbucks,"6138 Student Union Blvd (in Pacific Spirit Pl.), Vancouver BC V6T 1Z1",5.1
,,,,"(49.286602, -123.113327)",Burrard Station (Melville & Dunsmuir),"(49.285871, -123.12105)",12.0,Blenz Coffee,"250 Howe St (at Waterfront Centre), Vancouver BC V6C 3R8",5.6
,,,,"(49.249021, -123.126262)",22nd & Cambie,"(49.251358, -123.115637)",0.0,City One Cafe,"954 King Edward Ave W, Vancouver BC V5Z 2E2",
,,,,"(49.262614, -123.069508)",Glen & Broadway,"(49.262242, -123.081459)",11.0,Blenz Coffee,"2470 Commercial Dr (at E Broadway), Vancouver BC V5N 4B9",4.9
,,,,"(49.290839, -123.127481)",Stanley Park - Totem Poles,"(49.298657, -123.121176)",0.0,Blue Edge Cafe,"510 Nicola St, Vancouver BC V6G 3J7",5.5
,,,,"(49.281153, -123.132656)",Davie & Beach,"(49.287528, -123.142139)",19.0,Trees Cheesecake & Organic Coffee,"1160 Davie St, Vancouver BC V6E 1N1",
,,,,"(49.280213, -123.107023)",Pender & Gore,"(49.280284, -123.097052)",6.0,Bubble King Tea House,"88 Pender St W, Vancouver BC V6B 6N9",
,,,,"(49.280726, -123.131159)",Richards & Davie,"(49.275683, -123.124388)",0.0,Latin Square,"1105 Davie St (Thurlow Street), Vancouver BC",
,,,,"(49.273221, -123.069352)",Pender & Commercial,"(49.280332, -123.070068)",9.0,Turk's Coffee Exchange,"1276 Commercial Dr, Vancouver BC V5L 3X4",
,,,,"(49.260643, -123.124172)",18th & Cambie,"(49.254818, -123.114785)",0.0,Cafe Ami,"899 12th Ave W, Vancouver BC V5Z 1M9",5.0
,,,,"(49.273221, -123.069352)",2nd & Commercial,"(49.268616, -123.069908)",2.0,Turk's Coffee Exchange,"1276 Commercial Dr, Vancouver BC V5L 3X4",
,,,,"(49.253982, -123.235073)",Wesbrook Village - Berton & Shrum,"(49.25478, -123.23621)",3.0,Blenz Coffee,"3381 Wesbrook Mall (at Gray Ave.), Vancouver BC V6S 0B1",6.9
,,,,"(49.290839, -123.127481)",Chilco & Robson,"(49.293257, -123.138563)",16.0,Blue Edge Cafe,"510 Nicola St, Vancouver BC V6G 3J7",5.5
,,,,"(49.283122, -123.110921)",Keefer & Columbia,"(49.279342, -123.101822)",10.0,VFS Cafe,"420 Homer St (Carrall), Vancouver BC",
,,,,"(49.284445, -123.110223)",Rogers Tower,"(49.288682, -123.11818)",14.0,Cafe Monaco,"356 Water St, Vancouver BC V6B 1B6",
,,,,"(49.273221, -123.069352)",Woodland & Graveley,"(49.270684, -123.073562)",0.0,Turk's Coffee Exchange,"1276 Commercial Dr, Vancouver BC V5L 3X4",
,,,,"(49.286212, -123.126923)",Cardero & Bayshore,"(49.291597, -123.129158)",11.0,Blenz Coffee Robson - Bute,"1201 Robson St, Vancouver BC V6E 1C2",
,,,,"(49.286212, -123.126923)",Nelson & Denman,"(49.2890705989865, -123.138407369468)",13.0,Blenz Coffee Robson - Bute,"1201 Robson St, Vancouver BC V6E 1C2",
,,,,"(49.259164, -123.100851)",8th & Fraser,"(49.263382, -123.088837)",1.0,Lucky's Doughnuts,"2902 Main St, Vancouver BC V5T 3G3",
,,,,"(49.26411, -123.186096)",Balaclava & 6th,"(49.266924, -123.173849)",14.0,Good Earth Coffee House,"2505 Alma St (Broadway), Vancouver BC V6R 3R8",
,,,,"(49.286602, -123.113327)",Cambie & Water,"(49.284605, -123.108662)",30.0,Blenz Coffee,"250 Howe St (at Waterfront Centre), Vancouver BC V6C 3R8",5.6
,,,,"(49.273493, -123.122349)",Helmcken & Burrard,"(49.279938, -123.127478)",4.0,Fuse Pan Asian Cafe,"181 Roundhouse Mews, Vancouver BC V6Z 2W3",
,,,,"(49.283549, -123.109741)",Hornby & Pender,"(49.28602, -123.116624)",20.0,Nusa Coffee,"310 Cordova St W, Vancouver BC V6B 1E8",
